evidence_id,instance_id,content_id,original_path,relative_path,parent_instance_id,parent_content_id,parent_screenshot_path,source_bbox,proposal_source,template_name,candidate_visual_family,candidate_visual_attribute,label_status,close_x_negative_type,evidence_role,label_confidence,legacy_sample_role,legacy_sub_role,legacy_screen_state,asset_role,image_scope,representation,notes
evi_000347,file_da213badb890b863,asset_cc6d3d4332f93872,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002522_score_0.887_x394_y286_w22_h22_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000031_20260711_112053_abyss_artifact_plan_already_2.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002522_score_0.887_x394_y286_w22_h22_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000031_20260711_112053_abyss_artifact_plan_already_2.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000348,file_808344bee4f40529,asset_0ee9d32784c8bd75,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002523_score_0.886_x824_y277_w23_h23_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000068_20260711_084301_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002523_score_0.886_x824_y277_w23_h23_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000068_20260711_084301_before_tap_481_515.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000349,file_a12be2f56dd0905b,asset_d50bcbccc0a05d82,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002524_score_0.886_x824_y277_w23_h23_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000075_20260711_084320_after_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002524_score_0.886_x824_y277_w23_h23_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000075_20260711_084320_after_tap_481_515.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000350,file_f91fc3a25dbf95f7,asset_2067661ee76c8684,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002525_score_0.886_x824_y277_w23_h23_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000066_20260711_094637_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002525_score_0.886_x824_y277_w23_h23_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000066_20260711_094637_before_tap_481_515.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000351,file_06d349cfd102eae5,asset_2a944e853a75ef5e,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002526_score_0.886_x824_y277_w23_h23_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000070_20260711_103518_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002526_score_0.886_x824_y277_w23_h23_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000070_20260711_103518_before_tap_481_515.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000352,file_269eb1c1a7cb740a,asset_ce83eb3b41479e6c,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002544_score_0.886_x636_y243_w12_h12_log__20260707_160103_33324__001327_20260710_070736_after_tap_782_79.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002544_score_0.886_x636_y243_w12_h12_log__20260707_160103_33324__001327_20260710_070736_after_tap_782_79.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000353,file_8c78d34e89143787,asset_98932977e64f9db2,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002545_score_0.886_x318_y136_w37_h38_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000030_20260711_094501_before_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002545_score_0.886_x318_y136_w37_h38_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000030_20260711_094501_before_tap_495_170.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000354,file_d3f637c7e4fdae36,asset_41a8c5c48f4afce1,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002546_score_0.886_x843_y33_w20_h20_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000003_20260711_004000_before_tap_931_41.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002546_score_0.886_x843_y33_w20_h20_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000003_20260711_004000_before_tap_931_41.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000355,file_1e52f2e582c5586e,asset_58aa34344ad87f9e,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002547_score_0.886_x315_y495_w13_h14_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000025_20260711_084055_after_swipe_360_430_360_230_700.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002547_score_0.886_x315_y495_w13_h14_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000025_20260711_084055_after_swipe_360_430_360_230_700.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000356,file_09af8ee2852e44da,asset_ebea1e3f5e84a972,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002548_score_0.886_x472_y261_w18_h18_log__tiger_廣告探寶鏟_task_fail_stuck_static__000022_20260711_014423_after_tap_301_350.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002548_score_0.886_x472_y261_w18_h18_log__tiger_廣告探寶鏟_task_fail_stuck_static__000022_20260711_014423_after_tap_301_350.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000357,file_4688aac8e265d043,asset_b1e08b7c14d07245,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002549_score_0.886_x99_y252_w17_h18_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000001_20260711_100542_before_swipe_86_430_86_130_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002549_score_0.886_x99_y252_w17_h18_log__20260711_100541_44936_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000001_20260711_100542_before_swipe_86_430_86_130_420.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000358,file_0fb6f6c8cac15518,asset_3c7a1d3ef2876b29,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002550_score_0.886_x99_y252_w17_h18_log__20260711_101501_60008_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000001_20260711_101504_before_swipe_86_430_86_130_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002550_score_0.886_x99_y252_w17_h18_log__20260711_101501_60008_afk_20260711_100305_em3_王國金庫_task_fail_returncode_1__000001_20260711_101504_before_swipe_86_430_86_130_420.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000359,file_0c61c89cc84d2341,asset_af54beefe2d5a6b2,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002551_score_0.886_x99_y252_w17_h18_log__20260711_154545_35900_kingdom_vault__000001_20260711_154547_before_swipe_86_430_86_130_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002551_score_0.886_x99_y252_w17_h18_log__20260711_154545_35900_kingdom_vault__000001_20260711_154547_before_swipe_86_430_86_130_420.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000360,file_4fbfc7329583121f,asset_968073fee7eae008,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002552_score_0.886_x82_y312_w49_h51_log__20260711_095500_69352_afk_20260711_095203_em3_深淵_route_exit_fail_route_exit_after_task_success__000009_20260711_095529_before_tap_57_19.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002552_score_0.886_x82_y312_w49_h51_log__20260711_095500_69352_afk_20260711_095203_em3_深淵_route_exit_fail_route_exit_after_task_success__000009_20260711_095529_before_tap_57_19.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000361,file_e1b83217c208c2a8,asset_005771abe8b9ba83,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002553_score_0.885_x177_y313_w23_h30_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000075_20260711_084320_after_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002553_score_0.885_x177_y313_w23_h30_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000075_20260711_084320_after_tap_481_515.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000362,file_55752fc03ee90073,asset_64cbc0a8bb929048,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002554_score_0.885_x177_y313_w23_h30_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000066_20260711_094637_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002554_score_0.885_x177_y313_w23_h30_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000066_20260711_094637_before_tap_481_515.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000363,file_2882d1e7b8f1d2c8,asset_9c38c1ad838a3016,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002555_score_0.885_x177_y313_w23_h30_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000070_20260711_103518_before_tap_481_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002555_score_0.885_x177_y313_w23_h30_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000070_20260711_103518_before_tap_481_515.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000364,file_3a5dbba22c62e2ca,asset_67278f6c90140a17,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002556_score_0.885_x561_y478_w32_h29_log__20260711_095128_67140_afk_20260711_094338_em3_每日任務_route_exit__000001_20260711_095128_before_tap_544_493.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002556_score_0.885_x561_y478_w32_h29_log__20260711_095128_67140_afk_20260711_094338_em3_每日任務_route_exit__000001_20260711_095128_before_tap_544_493.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000365,file_520f1d1925e154a7,asset_1360c9b5bc0bedfe,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002576_score_0.884_x454_y349_w20_h23_log__20260707_160103_33324__000676_20260708_230717_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002576_score_0.884_x454_y349_w20_h23_log__20260707_160103_33324__000676_20260708_230717_before_tap_80_500.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000366,file_8f5a4e36e2c9d780,asset_034600b1dd4d8b4b,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002577_score_0.884_x81_y400_w17_h16_log__20260711_090430_12456_afk_20260711_090217_14_王國金庫_route_enter__000002_20260711_090433_after_tap_42_129.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002577_score_0.884_x81_y400_w17_h16_log__20260711_090430_12456_afk_20260711_090217_14_王國金庫_route_enter__000002_20260711_090433_after_tap_42_129.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000367,file_8edbbd1ec3ba1877,asset_5185285eadcd18c4,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002595_score_0.884_x441_y479_w17_h20_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000017_20260711_004141_before_tap_67_40.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002595_score_0.884_x441_y479_w17_h20_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000017_20260711_004141_before_tap_67_40.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000368,file_09560e84ff26c40e,asset_2c0f1d3486bfd22c,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002608_score_0.884_x395_y131_w14_h14_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000017_20260711_112026_after_swipe_455_430_455_170_520.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002608_score_0.884_x395_y131_w14_h14_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000017_20260711_112026_after_swipe_455_430_455_170_520.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000369,file_eddc03b6d8353773,asset_796034f996f30def,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002609_score_0.884_x775_y14_w33_h37_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000133_20260711_111323_before_tap_902_480.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002609_score_0.884_x775_y14_w33_h37_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000133_20260711_111323_before_tap_902_480.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000370,file_e623e49d86fb3a57,asset_535fcaf786999ed7,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002611_score_0.884_x740_y306_w40_h40_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000048_20260711_112136_after_tap_368_478.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002611_score_0.884_x740_y306_w40_h40_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000048_20260711_112136_after_tap_368_478.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000371,file_4e523c41de06c786,asset_779a4c4ab47c770d,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002612_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000101_20260711_094752_before_tap_902_480.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002612_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000101_20260711_094752_before_tap_902_480.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000372,file_a8c79b0923134a2b,asset_e8db4fdd3fa8314c,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002613_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000102_20260711_094754_after_tap_902_480.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002613_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000102_20260711_094754_after_tap_902_480.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000373,file_1c247ef0336c6b69,asset_91a1c342c6eb212b,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002614_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000114_20260711_094814_before_tap_902_480.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002614_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000114_20260711_094814_before_tap_902_480.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000374,file_df0b938e39ba81dc,asset_9140cc7c7eee739d,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002615_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000115_20260711_094815_after_tap_902_480.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002615_score_0.884_x866_y23_w29_h28_log__20260711_094400_67140_afk_20260711_094338_em3_每日任務_task__000115_20260711_094815_after_tap_902_480.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000375,file_5f80d9c32df6857a,asset_14f5f5dde25f2d03,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002616_score_0.883_x318_y136_w37_h36_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000034_20260711_103345_before_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002616_score_0.883_x318_y136_w37_h36_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000034_20260711_103345_before_tap_495_170.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000376,file_0439fde0b5042179,asset_a8d5814c47c4ff46,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002617_score_0.883_x78_y92_w23_h22_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000009_20260711_004051_before_tap_924_33.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002617_score_0.883_x78_y92_w23_h22_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000009_20260711_004051_before_tap_924_33.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000377,file_1beea01755fdc360,asset_be57bc3be15e4eb4,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002619_score_0.883_x432_y206_w17_h15_log__20260710_125824_2204__000661_20260711_151250_before_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002619_score_0.883_x432_y206_w17_h15_log__20260710_125824_2204__000661_20260711_151250_before_tap_495_170.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000378,file_b618f6d7d2297d21,asset_54bc08d83f0e897e,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002620_score_0.883_x176_y302_w24_h21_log__20260711_083942_22576_afk_20260711_083942_14_每日任務_route_enter__000003_20260711_083949_before_tap_491_411.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002620_score_0.883_x176_y302_w24_h21_log__20260711_083942_22576_afk_20260711_083942_14_每日任務_route_enter__000003_20260711_083949_before_tap_491_411.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000379,file_95d2c49137e18fb8,asset_adff58baaec04da8,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002621_score_0.883_x80_y312_w51_h52_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000028_20260711_112043_after_tap_809_65.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002621_score_0.883_x80_y312_w51_h52_log__20260711_111953_39056_afk_20260711_111931_tiger_深淵_task__000028_20260711_112043_after_tap_809_65.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000380,file_783f09723591d3a0,asset_d6ede7713b52b5c0,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002622_score_0.883_x318_y136_w36_h38_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000030_20260711_084107_before_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002622_score_0.883_x318_y136_w36_h38_log__20260711_084004_22576_afk_20260711_083942_14_每日任務_task_fail_returncode_1__000030_20260711_084107_before_tap_495_170.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000381,file_b350428b15c68477,asset_bdd4a163b32b0c59,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002623_score_0.882_x454_y349_w20_h23_log__20260707_160103_33324__001108_20260709_230435_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002623_score_0.882_x454_y349_w20_h23_log__20260707_160103_33324__001108_20260709_230435_before_tap_80_500.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000382,file_4641513771a40218,asset_21f642c8a9b4fc31,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002624_score_0.882_x330_y481_w13_h14_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000283_20260711_104127_after_swipe_360_430_360_230_700.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002624_score_0.882_x330_y481_w13_h14_log__20260711_103235_63312_afk_20260711_103216_311_每日任務_task__000283_20260711_104127_after_swipe_360_430_360_230_700.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000383,file_220facc31beb376a,asset_868795824afcde6f,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002625_score_0.882_x81_y280_w17_h16_log__20260711_093513_29888_kingdom_vault__000010_20260711_093622_after_tap_80_408.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002625_score_0.882_x81_y280_w17_h16_log__20260711_093513_29888_kingdom_vault__000010_20260711_093622_after_tap_80_408.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000384,file_60dcb904dafc54d5,asset_e11e82036e454f5e,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002627_score_0.882_x444_y302_w33_h26_log__20260711_110800_25824_afk_20260711_110759_tiger_每日任務_route_enter__000003_20260711_110805_before_tap_490_395.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002627_score_0.882_x444_y302_w33_h26_log__20260711_110800_25824_afk_20260711_110759_tiger_每日任務_route_enter__000003_20260711_110805_before_tap_490_395.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000385,file_e23a20a5881126e3,asset_d9fb6798b47ac232,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002628_score_0.882_x682_y190_w24_h26_log__20260711_155245_32320_kingdom_vault__000003_20260711_155250_before_swipe_86_130_86_430_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002628_score_0.882_x682_y190_w24_h26_log__20260711_155245_32320_kingdom_vault__000003_20260711_155250_before_swipe_86_130_86_430_420.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
evi_000386,file_4c8f94f9abf14a1f,asset_ae2bc8a3a56220c4,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002629_score_0.882_x364_y424_w18_h17_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000027_20260711_004318_before_tap_301_350.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\002629_score_0.882_x364_y424_w18_h17_log__20260711_003939_31364_afk_20260711_002946_tiger_廣告探寶鏟_task__000027_20260711_004318_before_tap_301_350.png.png,,,,,,,close_x,,negative,confirmed_close_x_negative,human,0.90,non_action_target,,uncertain,candidate_crop,crop,raw,DB reviewed non-action in close-X evidence source
