instance_id,content_id,relative_path,review_status,current_db_families,true_families,suggestion_family,reason,seed_predictions,score_summary,image_path,p_x_mark,p_play_triangle,p_google_play,p_next,p_free,p_got,p_arrow
file_eed92d859847a11b,asset_b71261403d2fc2ee,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0018_007_bbox.png,reviewed,negative,negative,next,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,google_play|next / negative / next,next:0.50 google_play:0.42 free:0.16 arrow:0.14,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00208_negative_asset_b71261403d2fc2ee.png,0.10460,0.11372,0.41957,0.50252,0.15871,0.09731,0.14489
file_7938583d7fed3975,asset_98927a24f1a19ae5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000443.png,reviewed,negative,negative,negative,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,negative / next,next:0.48 got:0.22 arrow:0.18 free:0.16,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00913_negative_asset_98927a24f1a19ae5.png,0.14949,0.04093,0.03472,0.47942,0.15550,0.21877,0.17813
file_9a4a696e9b4656f8,asset_e4ec6fe1e73c8fab,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000445.png,reviewed,negative,negative,negative,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.47 next:0.29 free:0.17 x_mark:0.15,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00915_negative_asset_e4ec6fe1e73c8fab.png,0.14747,0.02659,0.10652,0.29344,0.17290,0.03305,0.47104
file_e588c77fd84d3ca8,asset_98927a24f1a19ae5,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000452.png,reviewed,negative,negative,negative,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,negative / next,next:0.48 got:0.22 arrow:0.18 free:0.16,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00922_negative_asset_98927a24f1a19ae5.png,0.14949,0.04093,0.03472,0.47942,0.15550,0.21877,0.17813
file_59796d6bf9b338f9,asset_e4ec6fe1e73c8fab,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000454.png,reviewed,negative,negative,negative,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.47 next:0.29 free:0.17 x_mark:0.15,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00924_negative_asset_e4ec6fe1e73c8fab.png,0.14747,0.02659,0.10652,0.29344,0.17290,0.03305,0.47104
file_31ac96b566461cb6,asset_25e21f191981bac8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000546.png,reviewed,negative,negative,next,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,arrow|next / google_play / next|x_mark,next:0.56 google_play:0.44 arrow:0.42 x_mark:0.41,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01016_negative_asset_25e21f191981bac8.png,0.40795,0.21812,0.44432,0.56018,0.24815,0.19155,0.41849
file_a5e2fc096b294429,asset_25e21f191981bac8,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000555.png,reviewed,negative,negative,next,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,arrow|next / google_play / next|x_mark,next:0.56 google_play:0.44 arrow:0.42 x_mark:0.41,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01025_negative_asset_25e21f191981bac8.png,0.40795,0.21812,0.44432,0.56018,0.24815,0.19155,0.41849
file_9d15a57210e6aeca,asset_e4368f59b3fb23a5,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000088.png,reviewed,next,next,google_play,non_truth_high_mean_prob|positive_low_mean_prob|seed_disagreement|seed_mismatch,arrow|google_play / google_play,google_play:0.88 arrow:0.37 next:0.06 got:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00341_next_asset_e4368f59b3fb23a5.png,0.01663,0.01687,0.87779,0.05881,0.01073,0.01897,0.36901
file_93bb21d0c9b6b5ab,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000160.png,reviewed,x_mark,x_mark,arrow,non_truth_high_mean_prob|positive_low_mean_prob|seed_disagreement|seed_mismatch,arrow / arrow|next,arrow:0.80 next:0.55 x_mark:0.22 got:0.12,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00413_x_mark_asset_6104349d1d13028a.png,0.22130,0.01254,0.08346,0.54787,0.03175,0.12045,0.80298
file_6238053c8e348d24,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000163.png,reviewed,x_mark,x_mark,arrow,non_truth_high_mean_prob|positive_low_mean_prob|seed_disagreement|seed_mismatch,arrow / arrow|next,arrow:0.80 next:0.55 x_mark:0.22 got:0.12,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00416_x_mark_asset_6104349d1d13028a.png,0.22130,0.01254,0.08346,0.54787,0.03175,0.12045,0.80298
file_f3370fca6a5a25e5,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000168.png,reviewed,x_mark,x_mark,arrow,non_truth_high_mean_prob|positive_low_mean_prob|seed_disagreement|seed_mismatch,arrow / arrow|next,arrow:0.80 next:0.55 x_mark:0.22 got:0.12,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00421_x_mark_asset_6104349d1d13028a.png,0.22130,0.01254,0.08346,0.54787,0.03175,0.12045,0.80298
file_b2e085b44f5a5d9d,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000171.png,reviewed,x_mark,x_mark,arrow,non_truth_high_mean_prob|positive_low_mean_prob|seed_disagreement|seed_mismatch,arrow / arrow|next,arrow:0.80 next:0.55 x_mark:0.22 got:0.12,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00424_x_mark_asset_6104349d1d13028a.png,0.22130,0.01254,0.08346,0.54787,0.03175,0.12045,0.80298
file_8598f00aa97cf91c,asset_6104349d1d13028a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000173.png,reviewed,x_mark,x_mark,arrow,non_truth_high_mean_prob|positive_low_mean_prob|seed_disagreement|seed_mismatch,arrow / arrow|next,arrow:0.80 next:0.55 x_mark:0.22 got:0.12,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00426_x_mark_asset_6104349d1d13028a.png,0.22130,0.01254,0.08346,0.54787,0.03175,0.12045,0.80298
file_bd805c8450d0eda1,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0012_002_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.45 next:0.10 x_mark:0.04 google_play:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00175_negative_asset_48a4509e9b1c3618.png,0.03641,0.00040,0.02087,0.09805,0.01041,0.01241,0.44650
file_bff183863f6a97a9,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0015_002_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.45 next:0.10 x_mark:0.04 google_play:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00191_negative_asset_48a4509e9b1c3618.png,0.03641,0.00040,0.02087,0.09805,0.01041,0.01241,0.44650
file_0ecaf5cd235413e4,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_002_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.45 next:0.10 x_mark:0.04 google_play:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00213_negative_asset_48a4509e9b1c3618.png,0.03641,0.00040,0.02087,0.09805,0.01041,0.01241,0.44650
file_ce438abe7923c47a,asset_a4cfd7dd128cf5f6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0020_005_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.32 free:0.26 next:0.14 got:0.07,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00216_negative_asset_a4cfd7dd128cf5f6.png,0.06369,0.00272,0.01280,0.13966,0.26315,0.06938,0.31673
file_1e236a905a2c8fdc,asset_48a4509e9b1c3618,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_003_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.45 next:0.10 x_mark:0.04 google_play:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00232_negative_asset_48a4509e9b1c3618.png,0.03641,0.00040,0.02087,0.09805,0.01041,0.01241,0.44650
file_c643dc834bbe5da0,asset_a4cfd7dd128cf5f6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0023_007_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.32 free:0.26 next:0.14 got:0.07,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00236_negative_asset_a4cfd7dd128cf5f6.png,0.06369,0.00272,0.01280,0.13966,0.26315,0.06938,0.31673
file_a136e7cdf93d0b9a,asset_57135a567751dc05,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000041.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.39 next:0.20 x_mark:0.06 google_play:0.06,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00516_negative_asset_57135a567751dc05.png,0.06238,0.02399,0.05914,0.19639,0.02505,0.02634,0.39109
file_f537681c43f38ecd,asset_57135a567751dc05,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000049.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.39 next:0.20 x_mark:0.06 google_play:0.06,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00524_negative_asset_57135a567751dc05.png,0.06238,0.02399,0.05914,0.19639,0.02505,0.02634,0.39109
file_b9778a231a995e84,asset_d2399a87090a92c0,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000164.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.37 free:0.14 next:0.09 x_mark:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00639_negative_asset_d2399a87090a92c0.png,0.04505,0.02236,0.00932,0.09247,0.13760,0.01019,0.36899
file_3765877e938ae9c9,asset_d2399a87090a92c0,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000172.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement|seed_mismatch,arrow / negative,arrow:0.37 free:0.14 next:0.09 x_mark:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00647_negative_asset_d2399a87090a92c0.png,0.04505,0.02236,0.00932,0.09247,0.13760,0.01019,0.36899
file_ac306bdc17a9bfa0,asset_2af1b7045f897a9e,ads2\assets\1_templates\free_ad_icons\close_26.png,reviewed,free,free,negative,positive_low_mean_prob|seed_disagreement|seed_mismatch,arrow|free / negative,arrow:0.29 free:0.24 next:0.08 google_play:0.03,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00054_free_asset_2af1b7045f897a9e.png,0.01087,0.00478,0.03175,0.08239,0.24341,0.00782,0.29388
file_6795d3c28a8fb0c6,asset_ec5d107e852b1436,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000146.png,reviewed,free,free,negative,positive_low_mean_prob|seed_disagreement|seed_mismatch,negative / next|play_triangle,play_triangle:0.38 next:0.30 free:0.15 arrow:0.12,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00399_free_asset_ec5d107e852b1436.png,0.00640,0.37918,0.01457,0.30031,0.14696,0.00539,0.12307
file_acc7870ed969732e,asset_d9b4a93cc253ae66,ads2\assets\1_templates\close_icons\close_25.png,reviewed,x_mark,x_mark,x_mark,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,arrow|x_mark / x_mark,x_mark:0.91 arrow:0.46 next:0.01 google_play:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00033_x_mark_asset_d9b4a93cc253ae66.png,0.90864,0.00060,0.00683,0.01317,0.00103,0.00217,0.45537
file_91bbfc8a9546e898,asset_702ce9c110ac8383,ads2\assets\1_templates\close_icons\close_x_gp.png,reviewed,x_mark,x_mark,x_mark,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,arrow|x_mark / x_mark,x_mark:0.83 arrow:0.48 next:0.01 free:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00049_x_mark_asset_702ce9c110ac8383.png,0.83493,0.00862,0.00502,0.01392,0.01225,0.00103,0.47921
file_2aa5e3355a1f71c5,asset_31c3f0fd5986e5c4,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000082.png,reviewed,arrow,arrow,arrow,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,arrow / arrow|next,arrow:0.80 next:0.52 google_play:0.22 play_triangle:0.11,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00335_arrow_asset_31c3f0fd5986e5c4.png,0.03899,0.11118,0.22029,0.52283,0.07530,0.10450,0.80315
file_855fe2ee803e5ef6,asset_bcbfdc32bec94ea3,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000107.png,reviewed,got,got,got,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,got / got|next,got:0.95 next:0.55 play_triangle:0.15 google_play:0.09,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00360_got_asset_bcbfdc32bec94ea3.png,0.03370,0.14920,0.08748,0.54883,0.02916,0.94981,0.03764
file_51c6e2845fe08c19,asset_b20513fd6c63b9ab,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000110.png,reviewed,got,got,got,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,got / got|next,got:0.96 next:0.50 play_triangle:0.11 google_play:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00363_got_asset_b20513fd6c63b9ab.png,0.02717,0.10795,0.04954,0.49551,0.04795,0.95570,0.04849
file_92bf9affe27f402d,asset_0ef553bd6095965f,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000149.png,reviewed,arrow,arrow,play_triangle,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,arrow|play_triangle / play_triangle,play_triangle:0.69 arrow:0.48 next:0.11 google_play:0.04,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00402_arrow_asset_0ef553bd6095965f.png,0.01059,0.69055,0.04380,0.10708,0.03435,0.01590,0.47942
file_3902cd5c61e2e3d9,asset_478ecdf953e4df35,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000203.png,reviewed,x_mark,x_mark,x_mark,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,arrow|x_mark / negative,x_mark:0.55 arrow:0.51 next:0.13 google_play:0.09,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00456_x_mark_asset_478ecdf953e4df35.png,0.54703,0.01456,0.09164,0.12680,0.07832,0.08745,0.51128
file_fb5bc0ac494902be,asset_486695bef386ffa5,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000204.png,reviewed,got,got,got,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,got / got|next,got:0.96 next:0.52 play_triangle:0.10 google_play:0.08,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00457_got_asset_486695bef386ffa5.png,0.03014,0.09983,0.08329,0.51994,0.04129,0.96406,0.04969
file_b07faf42176367f9,asset_975338eb7abf4fba,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000206.png,reviewed,x_mark,x_mark,x_mark,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,arrow|x_mark / x_mark,x_mark:0.75 arrow:0.47 free:0.13 next:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00459_x_mark_asset_975338eb7abf4fba.png,0.75200,0.00688,0.00499,0.05490,0.13402,0.00383,0.47483
file_16878dce41e29742,asset_b5cde0641e1ee893,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000207.png,reviewed,got,got,got,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,got / got|next,got:0.96 next:0.54 play_triangle:0.13 google_play:0.09,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00460_got_asset_b5cde0641e1ee893.png,0.03431,0.13151,0.09275,0.54092,0.04746,0.95929,0.05636
file_9e30707abe11bb25,asset_566f3a1f4cc1ad7a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000222.png,reviewed,got,got,got,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,got / got|next,got:0.95 next:0.48 play_triangle:0.12 google_play:0.06,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00475_got_asset_566f3a1f4cc1ad7a.png,0.02616,0.11880,0.06418,0.48250,0.03079,0.95160,0.04240
file_1c610c21e82f0a3b,asset_3e2ac2ef5377fc3b,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102508_020\crops\bbox.png,reviewed,arrow,arrow,arrow,non_truth_high_mean_prob|seed_disagreement|seed_mismatch,arrow / arrow|x_mark,arrow:0.98 x_mark:0.62 free:0.06 next:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01211_arrow_asset_3e2ac2ef5377fc3b.png,0.61819,0.00162,0.00560,0.01666,0.05986,0.00106,0.97810
file_01fce48c5f827243,asset_ee02f730b82612e5,ads2\assets\1_templates\close_icons\ad_issue_20260606_045709_roi_0.png,reviewed,google_play,google_play,negative,positive_low_mean_prob|seed_mismatch,negative,google_play:0.35 arrow:0.14 next:0.11 got:0.09,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00009_google_play_asset_ee02f730b82612e5.png,0.02172,0.01217,0.35137,0.11415,0.01075,0.09227,0.13683
file_8c2cfa4ed0b03676,asset_251751890e71370a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000148.png,reviewed,free,free,negative,positive_low_mean_prob|seed_mismatch,negative,arrow:0.15 free:0.10 next:0.01 google_play:0.00,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00401_free_asset_251751890e71370a.png,0.00049,0.00035,0.00217,0.01106,0.10100,0.00062,0.14930
file_5fccc5205c204e5e,asset_251751890e71370a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000152.png,reviewed,free,free,negative,positive_low_mean_prob|seed_mismatch,negative,arrow:0.15 free:0.10 next:0.01 google_play:0.00,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00405_free_asset_251751890e71370a.png,0.00049,0.00035,0.00217,0.01106,0.10100,0.00062,0.14930
file_a9355be9f4016068,asset_251751890e71370a,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000156.png,reviewed,free,free,negative,positive_low_mean_prob|seed_mismatch,negative,arrow:0.15 free:0.10 next:0.01 google_play:0.00,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00409_free_asset_251751890e71370a.png,0.00049,0.00035,0.00217,0.01106,0.10100,0.00062,0.14930
file_9f8b320edd27915b,asset_f10069120b58ccf9,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000193.png,reviewed,x_mark,x_mark,negative,positive_low_mean_prob|seed_mismatch,negative,arrow:0.27 x_mark:0.19 next:0.18 free:0.16,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00446_x_mark_asset_f10069120b58ccf9.png,0.18808,0.07117,0.00584,0.17916,0.16348,0.06043,0.27479
file_b3d3d941c081f532,asset_713d9bd8585df68b,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000201.png,reviewed,arrow,arrow,negative,positive_low_mean_prob|seed_mismatch,negative,arrow:0.25 next:0.12 x_mark:0.09 play_triangle:0.07,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00454_arrow_asset_713d9bd8585df68b.png,0.08520,0.06634,0.01462,0.12150,0.05858,0.00138,0.24516
file_69a519b9d04c71da,asset_d78a7856152ad697,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_001_bbox.png,reviewed,arrow,arrow,arrow,non_truth_high_mean_prob|seed_mismatch,arrow|next,arrow:0.93 next:0.56 got:0.44 play_triangle:0.27,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00245_arrow_asset_d78a7856152ad697.png,0.04130,0.26951,0.10501,0.56442,0.02133,0.44481,0.93186
file_ee0387d4d77b785c,asset_ff5fa003b27b535b,vision_platform\ads\runtime_collection\click_success\click_success_20260713_094919_639\crops\bbox.png,reviewed,arrow,arrow,arrow,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,arrow:0.96 x_mark:0.83 google_play:0.09 got:0.04,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01165_arrow_asset_ff5fa003b27b535b.png,0.82802,0.00834,0.08686,0.03911,0.01308,0.03998,0.96047
file_3c1dd248079e27eb,asset_22931ff7d50a4007,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095042_528\crops\bbox.png,reviewed,arrow,arrow,x_mark,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,x_mark:0.84 arrow:0.83 free:0.07 next:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01167_arrow_asset_22931ff7d50a4007.png,0.83822,0.02626,0.04661,0.04691,0.06660,0.00473,0.82911
file_4f0533509dde0ef4,asset_83893a37ecb22a22,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095949_902\crops\bbox.png,reviewed,arrow,arrow,arrow,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,arrow:0.88 x_mark:0.54 free:0.31 google_play:0.11,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01182_arrow_asset_83893a37ecb22a22.png,0.54312,0.08564,0.11262,0.09529,0.30963,0.09942,0.88157
file_abe392545a8d5177,asset_55fbb5e834c0e298,vision_platform\ads\runtime_collection\click_success\click_success_20260713_100156_787\crops\bbox.png,reviewed,x_mark,x_mark,x_mark,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,x_mark:0.92 arrow:0.90 next:0.10 free:0.10,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01187_x_mark_asset_55fbb5e834c0e298.png,0.91814,0.01673,0.05823,0.10175,0.09830,0.02010,0.90053
file_1621862b6acb7cf3,asset_ff5fa003b27b535b,vision_platform\ads\runtime_collection\click_success\click_success_20260713_102134_709\crops\bbox.png,reviewed,arrow,arrow,arrow,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,arrow:0.96 x_mark:0.83 google_play:0.09 got:0.04,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01202_arrow_asset_ff5fa003b27b535b.png,0.82802,0.00834,0.08686,0.03911,0.01308,0.03998,0.96047
file_0b9a658f960097b9,asset_ff5fa003b27b535b,vision_platform\ads\runtime_collection\click_success\click_success_20260713_103231_073\crops\bbox.png,reviewed,arrow,arrow,arrow,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,arrow:0.96 x_mark:0.83 google_play:0.09 got:0.04,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01223_arrow_asset_ff5fa003b27b535b.png,0.82802,0.00834,0.08686,0.03911,0.01308,0.03998,0.96047
file_a7cdb2db3359e842,asset_4f543d7088cb6159,vision_platform\ads\runtime_collection\click_success\click_success_20260719_093855_744\crops\bbox.png,reviewed,x_mark,x_mark,x_mark,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,x_mark:0.79 arrow:0.60 free:0.08 next:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01271_x_mark_asset_4f543d7088cb6159.png,0.78673,0.00151,0.00046,0.00740,0.07637,0.00067,0.60163
file_5f385969b4e9b264,asset_238fd02898ddf365,vision_platform\ads\runtime_collection\click_success\click_success_20260720_131651_761\crops\bbox.png,reviewed,x_mark,x_mark,x_mark,non_truth_high_mean_prob|seed_mismatch,arrow|x_mark,x_mark:0.80 arrow:0.59 free:0.07 next:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_01298_x_mark_asset_238fd02898ddf365.png,0.79714,0.00168,0.00047,0.00684,0.07187,0.00060,0.59107
file_af0af020e1d87e2e,asset_071ca7bff74e053c,ads2\assets\1_templates\close_icons\close_8.png,reviewed,arrow,arrow,arrow,seed_disagreement|seed_mismatch,arrow / negative,arrow:0.55 x_mark:0.17 google_play:0.09 next:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00039_arrow_asset_071ca7bff74e053c.png,0.17288,0.00850,0.09362,0.04909,0.04230,0.00372,0.54757
file_00db74143475636c,asset_085f1c813551e8c9,ads2\assets\1_templates\備份\btn_free_ad.png,reviewed,play_triangle,play_triangle,play_triangle,seed_disagreement|seed_mismatch,negative / play_triangle,play_triangle:0.62 next:0.13 arrow:0.08 free:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00067_play_triangle_asset_085f1c813551e8c9.png,0.00476,0.62247,0.00629,0.13375,0.05348,0.00110,0.07820
file_1cb4e2befa222329,asset_72c839c107ebef49,ads2\assets\1_templates\備份\got1.png,reviewed,got,got,got,seed_disagreement|seed_mismatch,got / negative,got:0.67 next:0.21 google_play:0.04 play_triangle:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00073_got_asset_72c839c107ebef49.png,0.02055,0.02296,0.03887,0.21484,0.01298,0.66965,0.01975
file_1f890b344000b7e4,asset_8f835eaf1380194e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_001_bbox.png,reviewed,x_mark,x_mark,x_mark,seed_disagreement|seed_mismatch,arrow|x_mark / x_mark,x_mark:0.65 arrow:0.41 free:0.02 next:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00123_x_mark_asset_8f835eaf1380194e.png,0.65327,0.01533,0.00793,0.01938,0.02343,0.00056,0.40857
file_2529cd8543729086,asset_3339e98614734240,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000017.png,reviewed,got,got,got,seed_disagreement|seed_mismatch,got / got|next,got:0.97 next:0.45 play_triangle:0.08 google_play:0.07,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00270_got_asset_3339e98614734240.png,0.01742,0.08435,0.06564,0.44738,0.04346,0.97031,0.04583
